ID маршрута,Дата отправки,Расстояние (км),Средняя скорость (км/ч),Загруженность дорог,Погодные условия,Тип транспорта,Вес груза (кг),Время суток,День недели,Фактическое время в пути (часы)
MR20900,2022-10-27,1585,51,Высокая,,Грузовик,8007.0,Вечер,Четверг,38
RT21566,2022-10-27,821,37,Высокая,Дождь,Прицеп,2732.0,Вечер,Четверг,18
RT61839,2022-10-27,1526,75,Средняя,Дождь,Фургон,18747.0,Вечер,Четверг,31
RTE11961,2022-10-27,1955,42,Высокая,Дождь,Фургон,23036.0,Вечер,Четверг,44
RT24079,2022-10-28,687,63,Высокая,Ясно,Фургон,8513.0,Утро,Пятница,10
RT23868,2022-10-28,1528,60,Высокая,Ясно,Фургон,21259.0,Вечер,Пятница,30
MR46457,2022-10-28,252,58,Высокая,Ясно,Грузовик,24062.0,Утро,Пятница,6
RT16513,2022-10-28,837,70,Высокая,Ясно,Фургон,10305.0,Утро,Пятница,16
RTE30915,2022-10-28,1589,71,Малая,Ясно,Прицеп,24177.0,Ночь,Пятница,23
RTE54655,2022-10-28,1744,52,Высокая,Туман,Фургон,7773.0,Вечер,Четверг,38
MR95894,2022-10-29,1228,58,Малая,Дождь,Фургон,3446.0,Вечер,Суббота,26
MR52179,2022-10-29,1808,54,Средняя,Дождь,Прицеп,29845.0,Утро,Суббота,35
MR82807,2022-10-29,1481,73,Средняя,Дождь,Прицеп,980.0,День,Суббота,24
RTE87411,2022-10-29,584,47,Малая,Дождь,Грузовик,14912.0,Ночь,Суббота,11
MR88838,2022-10-30,1635,85,Средняя,Ясно,Прицеп,6505.0,День,Воскресенье,19
RTE42314,2022-10-30,1651,89,Малая,Ясно,Прицеп,14612.0,День,Воскресенье,17
MR74454,2022-10-30,2026,73,Средняя,Ясно,Прицеп,22270.0,Утро,Воскресенье,26
RT65813,2022-10-30,1478,89,Малая,,Фургон,,Ночь,Воскресенье,17
RT81393,2022-10-30,1174,84,Малая,Ясно,Фургон,27406.0,Ночь,Воскресенье,16
MR45664,2022-10-30,1588,57,Средняя,,Прицеп,12351.0,Ночь,Воскресенье,26
RT45066,2022-10-31,723,99,Малая,Ясно,Прицеп,29106.0,Ночь,Понедельник,10
RT45837,2022-10-31,1454,70,Малая,Ясно,Грузовик,14225.0,День,Понедельник,21
MR82830,2022-10-31,184,78,Малая,Ясно,Прицеп,8493.0,День,Понедельник,2
RTE84318,2022-10-31,738,68,Средняя,Ясно,Грузовик,23422.0,Ночь,Понедельник,10
RT29610,2022-10-31,590,67,Средняя,Ясно,Грузовик,10223.0,Ночь,Понедельник,9
RT68886,2022-11-01,524,75,Средняя,Ясно,Грузовик,21506.0,Ночь,Вторник,7
MR12993,2022-11-01,170,64,Малая,,Прицеп,19216.0,Ночь,Вторник,3
RT51653,2022-11-01,322,78,Малая,Ясно,Прицеп,14911.0,Ночь,Вторник,3
RT14520,2022-11-01,600,58,,Ясно,Прицеп,19515.0,Ночь,Вторник,9
RTE73694,2022-11-01,872,77,Средняя,Ясно,Фургон,23039.0,День,Вторник,12
RT52606,2022-11-02,952,76,Средняя,Ясно,Прицеп,28135.0,Ночь,Среда,11
RTE98521,2022-11-02,1379,58,Средняя,Ясно,,5936.0,Ночь,Среда,18
RT49174,2022-11-02,552,71,Средняя,Ясно,Прицеп,15226.0,Ночь,Среда,8
RT56416,2022-11-02,1060,53,Высокая,Ясно,Фургон,2546.0,Вечер,Среда,19
RT83497,2022-11-02,1512,73,Высокая,Ясно,Прицеп,29131.0,Вечер,Среда,23
RTE96463,2022-11-02,1710,56,Малая,Ясно,Фургон,19316.0,День,Среда,28
RTE77268,2022-11-02,1129,50,Высокая,Ясно,Фургон,9515.0,Утро,Среда,18
MR55529,2022-11-02,278,67,Малая,Ясно,Грузовик,27157.0,Ночь,Среда,4
MR70234,2022-11-03,670,77,Малая,Туман,,22438.0,Ночь,Четверг,12
RT16469,2022-11-03,1609,76,Малая,Туман,Прицеп,1970.0,Ночь,Четверг,27
RTE35727,2022-11-04,324,50,Высокая,Дождь,Грузовик,,Утро,Пятница,9
MR29958,2022-11-04,756,51,Малая,Дождь,Грузовик,14445.0,День,Пятница,13
RTE43798,2022-11-04,1675,43,Высокая,Дождь,Фургон,27137.0,Вечер,Пятница,49
MR88271,2022-11-04,291,33,Высокая,Дождь,Прицеп,27706.0,Вечер,Пятница,8
MR28991,2022-11-04,1561,64,Малая,Дождь,Грузовик,23087.0,Ночь,Пятница,26
MR29887,2022-11-04,1961,57,Малая,Дождь,Грузовик,19208.0,День,Пятница,34
RT10675,2022-11-04,804,62,Малая,Дождь,Грузовик,12870.0,День,Пятница,17
RTE35113,2022-11-05,387,59,Средняя,Дождь,Прицеп,16051.0,Вечер,Суббота,5
RTE34354,2022-11-05,617,74,Малая,Дождь,Фургон,15059.0,Вечер,Суббота,10
RT99669,2022-11-05,571,41,Средняя,Дождь,Прицеп,25477.0,День,Суббота,11
MR58212,2022-11-05,896,76,Малая,Дождь,Прицеп,4194.0,Вечер,Суббота,12
RT99824,2022-11-05,864,69,Малая,Дождь,Прицеп,7458.0,Ночь,Суббота,13
MR85850,2022-11-06,1462,61,Малая,,Грузовик,12562.0,Вечер,Воскресенье,29
RT39617,2022-11-06,174,46,Малая,Дождь,Фургон,3570.0,Утро,Воскресенье,4
RT52888,2022-11-06,2049,61,Средняя,Дождь,Грузовик,25752.0,Утро,Воскресенье,31
MR18222,2022-11-06,442,60,Малая,Дождь,Прицеп,24147.0,Вечер,Воскресенье,7
RTE89002,2022-11-06,29,61,Малая,Дождь,Грузовик,19858.0,Ночь,Воскресенье,1
MR92440,2022-11-06,1269,75,Средняя,Дождь,Фургон,10208.0,День,Воскресенье,20
MR75660,2022-11-07,1296,64,Средняя,Дождь,Грузовик,22737.0,Утро,Четверг,21
RT75352,2022-11-07,1988,60,Малая,Ясно,Грузовик,10289.0,Ночь,Понедельник,27
MR75452,2022-11-07,1685,38,Высокая,Ясно,Грузовик,20597.0,Вечер,Понедельник,36
MR14991,2022-11-08,1746,50,Высокая,Ясно,Прицеп,6025.0,Утро,Вторник,33
RT41064,2022-11-08,68,74,Средняя,Ясно,Прицеп,14236.0,День,Вторник,1
RTE71844,2022-11-08,1297,53,Высокая,Ясно,Грузовик,8582.0,Вечер,Вторник,25
RTE86320,2022-11-09,864,67,Высокая,,Грузовик,16225.0,Вечер,Среда,15
MR23362,2022-11-09,216,55,Малая,Ясно,Грузовик,23356.0,Ночь,Среда,3
RT90445,2022-11-09,1658,97,Малая,Ясно,Грузовик,3087.0,Ночь,Среда,20
MR33310,2022-11-09,1466,45,Высокая,Ясно,,477.0,Вечер,Среда,34
MR48227,2022-11-09,1463,101,Средняя,Ясно,Прицеп,27543.0,Ночь,Среда,18
RT23710,2022-11-10,1664,104,Малая,Ясно,Фургон,18022.0,День,Четверг,16
RT98394,2022-11-10,1127,42,Высокая,Ясно,Фургон,24615.0,Вечер,Четверг,26
MR64619,2022-11-10,1368,49,Высокая,Ясно,Грузовик,587.0,Утро,Четверг,22
RTE11140,2022-11-10,1152,49,Высокая,Ясно,Прицеп,5760.0,Вечер,Четверг,32
RTE41116,2022-11-10,551,77,Малая,Ясно,Грузовик,22350.0,День,Среда,6
RTE30714,2022-11-10,541,95,Средняя,Ясно,Грузовик,29155.0,День,Четверг,7
RT13757,2022-11-10,1492,60,Малая,Ясно,Прицеп,17279.0,Ночь,Четверг,25
RT62249,2022-11-10,1773,72,Средняя,Ясно,Фургон,977.0,Ночь,Пятница,19
RTE68963,2022-11-11,1362,73,Малая,Ясно,Прицеп,9713.0,День,Пятница,20
RTE67837,2022-11-11,889,64,Средняя,Ясно,Прицеп,23908.0,Утро,Пятница,14
RT12620,2022-11-11,505,85,Средняя,Ясно,Прицеп,13680.0,День,Пятница,6
RTE96532,2022-11-11,976,68,Средняя,Ясно,Грузовик,8389.0,День,Пятница,14
MR80547,2022-11-11,1565,90,Средняя,Ясно,Грузовик,10715.0,Вечер,Пятница,14
MR47172,2022-11-11,2178,73,Средняя,Ясно,Прицеп,24612.0,День,Пятница,25
MR49048,2022-11-11,267,70,,Ясно,Фургон,2606.0,Ночь,Пятница,3
MR74773,2022-11-11,2141,59,Высокая,Ясно,Фургон,,Вечер,Пятница,38
RTE40579,2022-11-12,1739,73,Малая,Дождь,Грузовик,8390.0,День,Суббота,28
RTE12834,2022-11-12,1607,65,Малая,Дождь,Прицеп,3141.0,Вечер,Суббота,21
RTE60355,2022-11-12,1546,52,Малая,Дождь,Прицеп,14647.0,День,Суббота,26
RT15090,2022-11-12,805,62,Средняя,Дождь,Грузовик,22500.0,Вечер,Суббота,18
RTE25431,2022-11-12,370,62,Малая,,Прицеп,-2.0,День,Суббота,7
RT25979,2022-11-13,969,61,Малая,Ясно,Фургон,18965.0,Вечер,Воскресенье,12
RT64877,2022-11-13,237,70,Средняя,Ясно,Грузовик,15149.0,День,Воскресенье,3
RTE57467,2022-11-13,1343,85,Средняя,Ясно,Грузовик,15705.0,День,Воскресенье,16
RT95064,2022-11-13,219,77,Малая,Ясно,Фургон,3682.0,Ночь,Воскресенье,3
RTE73400,2022-11-14,1637,83,Малая,Ясно,Фургон,12493.0,Ночь,Понедельник,21
RTE45730,2022-11-14,124,49,Высокая,Ясно,Прицеп,17982.0,Утро,Понедельник,4
RT66327,2022-11-14,1705,51,Высокая,Ясно,Фургон,46.0,Утро,Понедельник,30
MR10801,2022-11-15,334,78,Средняя,Туман,Прицеп,8382.0,День,Вторник,5
RT66226,2022-11-15,595,51,Средняя,Туман,Прицеп,11895.0,Вечер,Вторник,11
RT89753,2022-11-15,1639,45,Высокая,,Грузовик,18076.0,Вечер,Вторник,30
MR56846,2022-11-15,837,56,Малая,Туман,Рефрижератор,25209.0,День,Вторник,11
RTE99633,2022-11-15,67,78,Средняя,,Прицеп,11208.0,Утро,Вторник,1
RT91866,2022-11-15,874,70,Малая,Ясно,Рефрижератор,24873.0,Вечер,Воскресенье,15
RTE86222,2022-11-16,679,71,Средняя,Дождь,Грузовик,28874.0,Вечер,Среда,13
MR22489,2022-11-16,59,28,Высокая,Дождь,Грузовик,26038.0,Вечер,Среда,2
RTE97529,2022-11-16,234,46,Средняя,Дождь,Грузовик,15824.0,День,Среда,5
RT36197,2022-11-16,1084,45,Средняя,Дождь,Грузовик,14027.0,Вечер,Среда,22
MR44655,2022-11-16,48,59,Малая,Дождь,Фургон,14818.0,Ночь,Среда,2
RT25471,2022-11-16,1414,85,Малая,Дождь,Грузовик,6155.0,День,Среда,21
RTE55793,2022-11-16,1195,71,Малая,Дождь,Грузовик,11865.0,День,Среда,23
RTE24960,2022-11-16,779,38,Высокая,Дождь,Фургон,11164.0,Утро,Среда,19
MR93143,2022-11-16,935,46,Высокая,Дождь,Грузовик,29625.0,Утро,Среда,22
RTE13122,2022-11-17,1159,73,Малая,Ясно,Прицеп,18377.0,День,Четверг,16
RTE98360,2022-11-17,242,56,Высокая,Ясно,Грузовик,27553.0,Утро,Четверг,5
RT53504,2022-11-17,1156,44,Высокая,Ясно,Фургон,6796.0,Вечер,Четверг,26
RTE19255,2022-11-17,232,72,Малая,Ясно,Фургон,26484.0,День,Четверг,3
MR74014,2022-11-17,1137,56,Высокая,Ясно,Грузовик,673.0,Вечер,Четверг,18
MR35842,2022-11-18,347,37,Средняя,Дождь,Грузовик,19599.0,Вечер,Пятница,9
RT78170,2022-11-18,405,69,Средняя,Дождь,Грузовик,11502.0,Утро,Пятница,5
RTE25851,2022-11-18,597,54,Малая,Дождь,Прицеп,2714.0,День,Пятница,10
MR93568,2022-11-18,1581,87,Малая,Дождь,Прицеп,4415.0,День,Пятница,23
RT50706,2022-11-18,256,55,Средняя,Дождь,Грузовик,20058.0,Вечер,Пятница,4
MR68308,2022-11-18,1060,78,Малая,Дождь,Фургон,16890.0,День,Пятница,17
RTE75091,2022-11-18,174,53,Высокая,Дождь,Грузовик,6690.0,Вечер,Пятница,6
RTE64854,2022-11-19,1220,69,Малая,Ясно,Грузовик,972.0,Вечер,Суббота,21
MR41496,2022-11-19,1792,66,Средняя,Ясно,Грузовик,20558.0,Утро,Суббота,23
MR96368,2022-11-20,1015,80,Средняя,Ясно,Грузовик,484.0,Утро,Воскресенье,13
MR88226,2022-11-20,1454,95,Средняя,Ясно,Прицеп,20825.0,Вечер,Воскресенье,17
RT78244,2022-11-20,1553,63,Малая,Ясно,Прицеп,18499.0,Вечер,Воскресенье,23
RTE84624,2022-11-20,1612,76,Малая,Ясно,Прицеп,16964.0,Ночь,Воскресенье,17
RTE70692,2022-11-20,355,33,Высокая,Ясно,Грузовик,1039.0,Утро,Пятница,10
RTE27517,2022-11-21,710,49,Высокая,Ясно,Грузовик,24380.0,Вечер,Понедельник,19
RT33398,2022-11-21,1252,68,Средняя,Ясно,Фургон,10715.0,Вечер,Понедельник,21
MR69515,2022-11-21,1141,66,Средняя,Ясно,Прицеп,12553.0,Утро,Понедельник,15
MR77512,2022-11-21,733,55,,Ясно,Прицеп,26740.0,Вечер,Понедельник,20
RTE96525,2022-11-21,1330,46,Высокая,,Фургон,11775.0,Утро,Понедельник,27
RT48461,2022-11-22,359,45,Высокая,Дождь,Грузовик,7939.0,Утро,Вторник,11
RT28392,2022-11-22,40,69,Средняя,Дождь,Прицеп,,Ночь,Вторник,1
MR61240,2022-11-22,465,70,Средняя,Дождь,Фургон,28310.0,Утро,Вторник,6
RTE90468,2022-11-22,1376,56,Средняя,Дождь,Фургон,16520.0,День,Вторник,18
RT68832,2022-11-22,1668,34,Высокая,Дождь,Фургон,12564.0,Утро,Вторник,48
MR50215,2022-11-22,350,60,Средняя,Дождь,Фургон,27336.0,Ночь,Вторник,6
RTE61148,2022-11-23,1650,70,,Ясно,Фургон,12951.0,Вечер,Суббота,19
MR39370,2022-11-23,1316,68,Средняя,Ясно,Грузовик,3131.0,Ночь,Среда,21
RTE35556,2022-11-23,1457,57,Высокая,Ясно,Фургон,14846.0,Вечер,Среда,27
RTE13909,2022-11-23,1545,61,Средняя,Ясно,Грузовик,7623.0,День,Среда,29
RT76680,2022-11-23,219,57,Средняя,Ясно,Фургон,29448.0,День,Среда,3
RT82753,2022-11-24,1501,64,Средняя,Ясно,Грузовик,22650.0,Ночь,Суббота,23
RT27695,2022-11-24,1308,74,Средняя,Ясно,Прицеп,8523.0,День,Четверг,18
MR42434,2022-11-24,1535,42,Высокая,Ясно,Грузовик,1222.0,Утро,Четверг,32
RTE30680,2022-11-24,764,52,Высокая,Ясно,Фургон,29091.0,Вечер,Четверг,21
MR55996,2022-11-24,100,40,Высокая,Ясно,Фургон,28321.0,Вечер,Четверг,3
RTE31396,2022-11-24,38,91,Малая,Ясно,Фургон,1550.0,Ночь,Четверг,0
MR53232,2022-11-25,219,61,Средняя,Дождь,Грузовик,8530.0,Утро,Пятница,4
RT33656,2022-11-25,763,65,Средняя,Дождь,Фургон,19818.0,Утро,Пятница,14
MR38807,2022-11-25,679,49,Средняя,Дождь,Прицеп,27575.0,Утро,Пятница,15
RT62260,2022-11-25,695,58,Средняя,Дождь,Прицеп,26343.0,Ночь,Пятница,14
RTE30369,2022-11-25,1268,47,Высокая,Дождь,Фургон,12100.0,Вечер,Пятница,31
RTE61415,2022-11-25,1316,77,Малая,Дождь,Грузовик,5620.0,День,Пятница,15
MR51049,2022-11-25,852,41,Высокая,Дождь,Грузовик,7223.0,Вечер,Пятница,21
MR55305,2022-11-26,125,97,Малая,Ясно,Фургон,19512.0,Вечер,Суббота,2
RTE30099,2022-11-26,541,84,Средняя,Ясно,Фургон,22624.0,Вечер,Суббота,7
MR74493,2022-11-26,989,69,Средняя,Ясно,Грузовик,20993.0,Утро,Суббота,14
RT49356,2022-11-26,472,70,Малая,Ясно,Фургон,,Вечер,Суббота,6
RTE55733,2022-11-26,1706,90,Средняя,Ясно,Прицеп,3849.0,День,Суббота,18
RTE92538,2022-11-26,2259,53,Малая,Ясно,Прицеп,29721.0,День,Суббота,32
RTE59614,2022-11-27,927,62,Средняя,Снег,Прицеп,14008.0,Ночь,Воскресенье,16
MR32930,2022-11-27,1459,52,Средняя,Снег,Грузовик,917.0,День,Воскресенье,32
MR78320,2022-11-27,169,81,Средняя,Снег,Прицеп,29712.0,Вечер,Воскресенье,2
RTE33248,2022-11-27,390,72,Средняя,Снег,Грузовик,23271.0,Вечер,Воскресенье,5
RTE10119,2022-11-27,1121,68,Средняя,Снег,Прицеп,4830.0,Вечер,Воскресенье,15
RTE43980,2022-11-28,1910,101,Средняя,Ясно,Фургон,23921.0,Ночь,Понедельник,22
MR49098,2022-11-28,1287,67,Малая,Ясно,Прицеп,24315.0,Ночь,Понедельник,18
MR40603,2022-11-28,1465,67,Средняя,Ясно,Грузовик,17087.0,Утро,Понедельник,17
RTE69840,2022-11-28,1437,68,Малая,Ясно,Фургон,10479.0,Ночь,Понедельник,25
RT61391,2022-11-29,160,79,Малая,Дождь,Прицеп,19282.0,День,Вторник,3
RTE55357,2022-11-29,1678,53,Средняя,Дождь,Фургон,26432.0,Ночь,Вторник,27
MR70319,2022-11-29,84,48,Высокая,Дождь,Грузовик,16955.0,Утро,Вторник,3
RT78695,2022-11-29,1336,55,Малая,Дождь,Грузовик,21199.0,День,Вторник,20
RT28034,2022-11-29,1330,51,,Дождь,Прицеп,29715.0,Вечер,Вторник,28
RTE59533,2022-11-29,1059,72,Средняя,Дождь,Грузовик,,Ночь,Вторник,19
RT97332,2022-11-29,377,53,Средняя,Дождь,Грузовик,22630.0,Утро,Вторник,7
MR45687,2022-11-30,46,57,Средняя,Дождь,Грузовик,20869.0,Вечер,Среда,1
RT78006,2022-11-30,844,42,Высокая,Дождь,Фургон,23744.0,Вечер,Среда,22
RT90339,2022-12-01,594,39,Высокая,Шторм,Грузовик,28970.0,Вечер,Четверг,13
MR16109,2022-12-01,1655,62,Средняя,Шторм,Прицеп,3098.0,Вечер,Четверг,28
RT27171,2022-12-01,1203,74,Средняя,Шторм,Прицеп,3204.0,День,Четверг,20
MR63902,2022-12-01,444,42,Высокая,Шторм,Рефрижератор,1553.0,Утро,Четверг,12
RT91237,2022-12-01,773,59,Средняя,Шторм,Грузовик,5563.0,Ночь,Четверг,15
MR21097,2022-12-01,612,43,Высокая,Шторм,Фургон,26856.0,Вечер,Четверг,16
MR93026,2022-12-02,1984,52,Средняя,Снег,Прицеп,18784.0,Ночь,Пятница,39
RT20794,2022-12-02,573,78,Средняя,Снег,Грузовик,26290.0,Ночь,Пятница,10
RT25657,2022-12-03,798,67,Малая,Ясно,Прицеп,2202.0,День,Суббота,10
RTE23861,2022-12-03,1292,84,Средняя,Ясно,Грузовик,1299.0,Утро,Суббота,17
RTE65271,2022-12-03,1061,59,Малая,Ясно,Фургон,,Вечер,Суббота,15
RTE50803,2022-12-03,1656,86,Малая,Ясно,Фургон,14171.0,День,Суббота,23
MR27164,2022-12-03,1241,87,Малая,Ясно,Фургон,2694.0,День,Суббота,15
RT72139,2022-12-04,1239,72,Малая,Ясно,Рефрижератор,16298.0,Ночь,Воскресенье,21
RT22543,2022-12-04,198,69,Малая,Ясно,Прицеп,16646.0,День,Воскресенье,2
RT26367,2022-12-04,1519,66,Малая,Ясно,Прицеп,17835.0,Ночь,Воскресенье,27
RTE12039,2022-12-04,1252,60,Малая,Ясно,Грузовик,27032.0,Ночь,Воскресенье,17
MR71171,2022-12-04,293,85,Малая,Ясно,Фургон,8166.0,Вечер,Воскресенье,3
RT70139,2022-12-04,1586,67,Средняя,Ясно,Прицеп,14268.0,Ночь,Воскресенье,22
RT91719,2022-12-04,381,61,Средняя,Ясно,Фургон,2583.0,Вечер,Воскресенье,5
RT62854,2022-12-05,973,54,Средняя,Снег,Фургон,4834.0,Вечер,Понедельник,22
RT64639,2022-12-05,849,41,Высокая,Снег,Грузовик,27849.0,Вечер,Понедельник,21
RTE85621,2022-12-05,1254,54,Средняя,Снег,Прицеп,8668.0,Ночь,Понедельник,21
RTE76039,2022-12-05,1721,30,Высокая,Снег,Фургон,19234.0,Вечер,Понедельник,43
RTE23284,2022-12-06,625,30,Высокая,Шторм,Грузовик,19439.0,Утро,Вторник,19
RTE20154,2022-12-06,25,64,Средняя,Шторм,Прицеп,16036.0,День,Вторник,1
RT25217,2022-12-06,1152,73,Средняя,Шторм,Прицеп,5783.0,Ночь,Вторник,19
RTE20161,2022-12-06,1771,59,Средняя,Шторм,Грузовик,,Вечер,Вторник,30
RTE94232,2022-12-06,1207,66,,Шторм,Фургон,26610.0,Ночь,Вторник,17
RT41723,2022-12-06,1837,36,Высокая,Шторм,Грузовик,19355.0,Вечер,Вторник,60
RTE31263,2022-12-07,1252,69,Малая,Ясно,Прицеп,22428.0,День,Среда,18
RT64614,2022-12-07,199,48,Высокая,Ясно,Грузовик,11507.0,Вечер,Среда,4
RTE83529,2022-12-07,168,49,Высокая,Ясно,Грузовик,29906.0,Вечер,Среда,3
RTE32739,2022-12-07,562,68,Высокая,Ясно,Грузовик,27932.0,Вечер,Среда,11
RT84348,2022-12-08,275,47,Малая,Ясно,Фургон,7649.0,Ночь,Четверг,3
RTE76688,2022-12-08,1393,68,Средняя,Ясно,Грузовик,19515.0,День,Четверг,21
RTE25320,2022-12-08,75,39,Высокая,Ясно,Фургон,20904.0,Утро,Четверг,2
RTE66041,2022-12-08,609,71,Высокая,Ясно,Фургон,925.0,Вечер,Четверг,10
RT94451,2022-12-09,1640,48,Средняя,Снег,Фургон,17033.0,День,Пятница,31
RTE62792,2022-12-09,870,46,Высокая,,Фургон,22188.0,Вечер,Пятница,22
MR72513,2022-12-09,855,58,Средняя,Снег,Фургон,19405.0,День,Пятница,14
RT44631,2022-12-09,355,40,Высокая,Снег,Фургон,3682.0,Вечер,Пятница,9
MR48644,2022-12-09,1099,61,Средняя,Снег,Грузовик,,День,Пятница,17
RTE47088,2022-12-09,312,52,Высокая,Снег,Прицеп,13042.0,Утро,Пятница,7
RT55353,2022-12-10,1190,66,Средняя,Ясно,Грузовик,1671.0,Ночь,Суббота,18
MR19792,2022-12-10,707,67,Малая,,Фургон,17112.0,День,Суббота,8
RT50260,2022-12-10,63,85,Средняя,Ясно,Прицеп,22391.0,Утро,Суббота,1
RTE96774,2022-12-10,614,82,Средняя,,Грузовик,,День,Суббота,6
MR77214,2022-12-10,1866,80,Средняя,Ясно,Прицеп,13911.0,Вечер,Суббота,21
RT40283,2022-12-10,1723,51,Средняя,Ясно,Грузовик,3399.0,Утро,Суббота,25
RTE38657,2022-12-10,1321,80,Малая,Ясно,Грузовик,9731.0,Вечер,Суббота,18
MR20028,2022-12-10,442,75,Малая,Ясно,Грузовик,26701.0,Ночь,Суббота,7
RTE40597,2022-12-10,161,75,Малая,Ясно,Фургон,22513.0,Вечер,Суббота,2
RTE31420,2022-12-11,106,80,Средняя,Снег,Фургон,25797.0,Утро,Воскресенье,2
RT46724,2022-12-11,1606,68,Средняя,Снег,Прицеп,26466.0,Утро,Воскресенье,35
RTE30491,2022-12-11,1898,56,Средняя,Снег,Грузовик,1859.0,Вечер,Воскресенье,34
MR33085,2022-12-11,1135,89,Средняя,Снег,Фургон,24000.0,Вечер,Воскресенье,20
MR12731,2022-12-11,783,58,Средняя,Снег,Фургон,6609.0,Ночь,Воскресенье,13
RTE88286,2022-12-11,1508,50,Средняя,Снег,Фургон,18264.0,Ночь,Воскресенье,31
RT77378,2022-12-11,451,78,Средняя,Снег,Грузовик,13530.0,День,Воскресенье,7
MR16904,2022-12-11,128,68,Средняя,Снег,Фургон,1453.0,Вечер,Воскресенье,1
RTE20011,2022-12-11,110,50,Средняя,Снег,Грузовик,29805.0,Вечер,Воскресенье,2
MR64328,2022-12-11,1220,54,Средняя,Снег,Фургон,24536.0,Вечер,Воскресенье,20
RTE67192,2022-12-12,1095,37,Высокая,Снег,Прицеп,4160.0,Утро,Понедельник,25
MR50459,2022-12-12,1562,52,Высокая,Снег,Фургон,26778.0,Вечер,Понедельник,41
MR44251,2022-12-13,2088,29,Высокая,Снег,Фургон,5248.0,Вечер,Вторник,59
RT34037,2022-12-13,43,52,Средняя,Снег,Прицеп,19439.0,День,Вторник,2
MR26434,2022-12-13,167,62,Средняя,Снег,Прицеп,15573.0,Ночь,Вторник,3
MR27313,2022-12-13,363,56,Средняя,Снег,Фургон,17713.0,День,Вторник,7
RTE35958,2022-12-13,484,52,Средняя,Снег,Прицеп,8995.0,Ночь,Вторник,9
RT35508,2022-12-14,1181,48,Средняя,Снег,Грузовик,,День,Среда,25
RTE88962,2022-12-14,2026,66,Средняя,,Прицеп,20463.0,Вечер,Среда,30
MR44054,2022-12-14,523,63,Средняя,,Прицеп,18128.0,Утро,Среда,9
MR20940,2022-12-14,1373,62,Средняя,Снег,Прицеп,,Ночь,Среда,20
MR32086,2022-12-14,853,41,Высокая,Снег,Грузовик,14134.0,Утро,Среда,23
MR27141,2022-12-14,1326,44,Средняя,Снег,Грузовик,26867.0,Ночь,Среда,25
MR78014,2022-12-14,1458,53,Средняя,Снег,Прицеп,789.0,Ночь,Среда,25
RTE20156,2022-12-14,1518,50,Высокая,Снег,Грузовик,18280.0,Вечер,Среда,32
MR42173,2022-12-14,1768,53,Средняя,Снег,Прицеп,22051.0,День,Среда,35
MR27755,2022-12-14,593,77,Средняя,Снег,Грузовик,7882.0,Ночь,Среда,8
RT17500,2022-12-14,368,71,Средняя,Снег,Фургон,6730.0,Ночь,Среда,5
RTE34748,2022-12-15,1215,91,Средняя,Ясно,Прицеп,13635.0,Вечер,Четверг,12
RT82729,2022-12-15,98,92,Малая,Ясно,Прицеп,651.0,Ночь,Четверг,1
RT11254,2022-12-15,969,60,Малая,Ясно,Прицеп,2827.0,Ночь,Четверг,14
RT15182,2022-12-15,1646,41,Высокая,Ясно,Прицеп,14821.0,Утро,Четверг,33
RTE92339,2022-12-15,1943,70,Малая,Ясно,Прицеп,4089.0,День,Четверг,24
RT58965,2022-12-16,188,59,Средняя,Ясно,Прицеп,19948.0,День,Пятница,3
RT28596,2022-12-16,435,110,Средняя,Ясно,Фургон,6929.0,День,Пятница,4
RT57236,2022-12-16,1764,61,Средняя,Ясно,Грузовик,21149.0,Ночь,Пятница,25
RT80389,2022-12-16,797,59,Высокая,Ясно,Фургон,1776.0,Вечер,Пятница,12
MR39708,2022-12-16,405,85,Средняя,Ясно,Прицеп,10297.0,День,Пятница,5
RTE53796,2022-12-16,546,70,Малая,Ясно,Грузовик,2222.0,День,Вторник,8
RT29712,2022-12-16,1292,54,Высокая,Ясно,Фургон,22978.0,Утро,Пятница,23
MR23386,2022-12-16,1135,53,Высокая,Ясно,Прицеп,3922.0,Вечер,Пятница,29
MR98473,2022-12-16,675,69,Малая,Ясно,Прицеп,6157.0,День,Пятница,12
RT74768,2022-12-16,1499,77,Малая,Ясно,Грузовик,2729.0,Ночь,Пятница,15
RTE70697,2022-12-17,409,42,Средняя,Снег,Прицеп,2312.0,Вечер,Суббота,8
RTE58416,2022-12-17,149,60,Средняя,Снег,Прицеп,16026.0,Утро,Суббота,2
MR14698,2022-12-17,638,80,Средняя,Снег,Фургон,15869.0,Вечер,Суббота,11
MR14920,2022-12-17,2051,61,Средняя,Снег,Прицеп,27287.0,День,Суббота,31
RT11922,2022-12-17,1854,71,Средняя,Снег,Прицеп,18915.0,Вечер,Суббота,29
RTE72039,2022-12-17,1168,75,Средняя,Снег,Фургон,29701.0,Ночь,Суббота,18
MR39924,2022-12-17,926,50,Средняя,Снег,Прицеп,371.0,Ночь,Суббота,17
RTE49793,2022-12-18,410,86,Средняя,Туман,Грузовик,15702.0,Вечер,Воскресенье,6
RT23790,2022-12-18,1314,68,Малая,Туман,Фургон,1488.0,Ночь,Воскресенье,18
RT84182,2022-12-18,454,63,Средняя,Туман,Прицеп,25327.0,Утро,Воскресенье,10
